foxd1	sdk1b
esrrga	sdk1b
foxn3	sdk1b
bhlhe40	ttyh3b
vax2	ttyh3b
tfec	ttyh3b
vax1	ttyh3b
lmx1a	ttyh3b
rxraa	rbm47
clocka	rbm47
bnc2	rbm47
mitfa	rbm47
six3b	rbm47
six3a	rbm47
rreb1b	rbm47
mitfa	rbm47
foxd1	mbnl2
pax6a	mbnl2
tbx2b	mbnl2
tfec	mbnl2
foxn3	mbnl2
pax6b	mbnl2
bhlhe40	mbnl2
esrrga	mbnl2
vax1	mbnl2
rx2	mbnl2
vax2	mbnl2
lmx1a	mbnl2
clocka	mbnl2
rx1	mbnl2
vax1	mab21l2
vax1	lrba
vax2	mab21l2
vax2	lrba
lmx1a	mab21l2
lmx1a	lrba
lhx2b	mab21l2
lhx2b	lrba
esrrga	mab21l2
esrrga	lrba
pbx1a	mab21l2
pbx1a	lrba
vax2	mab21l2
vax2	lrba
zic2b	mab21l2
zic2b	lrba
mitfa	mab21l2
mitfa	lrba
rreb1b	cxxc4
zic2b	cxxc4
pbx1a	bnc2
pbx1a	zic2b
esrrga	zic2b
bnc2	zic2b
pax6b	zic2b
rorab	zic2b
pax6a	zic2b
zic2b	zic2b
rxraa	zic2b
esrrga	zic2b
vax2	zic2b
pbx1a	zic2b
lhx2b	zic2b
zic2b	tenm3
pbx1a	lrrtm1
foxd1	efnb3a
tbx2b	efnb3a
vax1	ephb2b
clocka	ephb2b
vax2	ephb2b
lmx1a	igsf21a
rorab	igsf21a
vax1	igsf21a
lhx2b	acap3b
pbx1a	acap3b
clocka	acap3b
rreb1b	bhlhe40
mitfa	bhlhe40
rorcb	bhlhe40
pax6b	bhlhe40
pax6a	bhlhe40
rreb1b	bhlhe40
mitfa	bhlhe40
foxn3	bhlhe40
osr1	bhlhe40
mitfa	bhlhe40
rxraa	bhlhe40
zic2b	bhlhe40
tbx2b	six3b
foxd1	six3b
pou2f2a	six3b
mitfa	six3b
foxn3	six3b
zic2b	six3b
tbx2b	prepl
tbx2b	camkmt
bhlhe40	prepl
bhlhe40	camkmt
rreb1b	prepl
rreb1b	camkmt
pax6a	prepl
pax6a	camkmt
pax6b	prepl
pax6b	camkmt
rorcb	prepl
rorcb	camkmt
clocka	prepl
clocka	camkmt
rx2	lrmda
bnc2	lrmda
mitfa	lrmda
rx1	lrmda
foxd1	lrmda
bnc2	lrmda
mitfa	lrmda
rreb1b	lrmda
lhx2b	bmpr1aa
lhx2b	ldb3a
pbx1a	bmpr1aa
rx1	osr1
lhx2b	osr1
rx2	osr1
lmx1a	osr1
vax2	osr1
tead3a	osr1
vax1	osr1
vax2	flrt3
zic2b	flrt3
lmx1a	flrt3
vax1	flrt3
rorab	flrt3
esrrga	flrt3
six3a	flrt3
six3b	flrt3
bnc2	pcdh15a
vax1	pcdh15a
lmx1a	pcdh15a
rxraa	pcdh15a
rorab	pcdh15a
lhx2b	smoc2
zic2b	smoc2
foxd1	smoc2
