gene_name	Degree	log2FC	padj	pct	pct.dif	Degree_norm_0_100	pct.dif_norm_100	pct_norm_100	padj_log	padj_log_norm_100	log2FC_abs	log2FC_abs_norm_100	score_norm	TF
acap3b	6	2.06378354771508	1.97152433957337e-08	0.155	3.25	7.93650793650794	7.81944380812755	11.3186813186813	7.7051978520575	40.5010697691943	2.06378354771508	26.6844194349756	14.7587057596263	NO
adamts15b	5	4.041535430689	9.19135271021955e-83	0.235	11.8	6.34920634920635	30.4998396481422	20.1098901098901	15.653559774527	100	4.041535430689	67.2460718692264	30.4065783780105	NO
adgrb2	10	4.30843480181413	2.01527763094564e-41	0.089	15	14.2857142857143	38.9884088514225	4.06593406593407	15.653559774527	100	4.30843480181413	72.71990284858	34.1146378635992	NO
ago1	7	-2.07527404006816	2.52692331783618e-11	0.155	0.37772397094431	9.52380952380952	0.200220732014273	11.3186813186813	10.597404120811	62.1512136197397	2.07527404006816	26.9200775886279	17.3356789192877	NO
aldh1a3	7	3.75745659671782	1.22549695750201e-162	0.469	11.4634146341463	9.52380952380952	29.6069870947483	45.8241758241758	15.653559774527	100	3.75745659671782	61.4199078156548	34.3682886037271	NO
anos1b	3	2.39197268819565	2.74288347421912e-26	0.207	5.07317073170732	3.17460317460317	12.6557284723441	17.032967032967	15.6535597744734	99.9999999995984	2.39197268819565	33.4152404057292	21.9752935761314	NO
arhgef12a	9	0.880138926540467	1.00860847411144e-07	0.516	1.6517571884984	12.6984126984127	3.57982046154109	50.989010989011	6.99627738635664	35.1943147749753	0.880138926540467	2.409088366873	17.8707356732564	NO
atp1b3b	8	1.2735312631165	2.02531655875775e-08	0.263	2.49056603773585	11.1111111111111	5.80491013812735	23.1868131868132	7.69350708177336	40.4135563504214	1.2735312631165	10.4771596774669	15.5408604746591	NO
atp6v1ba	12	1.44720554457221	5.60080124882643e-07	0.239	2.35294117647059	17.4603174603175	5.43983571345797	20.5494505494506	6.25174983834806	29.6210163940037	1.44720554457221	14.0390401650142	17.4363265828995	NO
bhlhe40	12	4.13928153918862	1.61210584187578e-91	0.235	13.8823529411765	17.4603174603175	36.0236512252769	20.1098901098901	15.653559774527	100	4.13928153918862	69.2507437969307	36.9031943716709	NO
BHLHE40	11	4.13928153918862	1.61210584187578e-91	0.235	13.8823529411765	15.8730158730159	36.0236512252769	20.1098901098901	15.653559774527	100	4.13928153918862	69.2507437969307	36.1095435780202	YES
bmp4	7	2.53467171158125	4.53855172246106e-16	0.117	5.61904761904762	9.52380952380952	14.1037640144251	7.14285714285714	15.1701176967335	96.3811050958871	2.53467171158125	36.3418502798506	24.0081018285323	NO
bmp7b	2	3.75301487498325	9.34607144905239e-222	0.742	9.0609756097561	1.58730158730159	23.2340902462491	75.8241758241758	15.653559774527	100	3.75301487498325	61.3288126814479	33.3420356376349	NO
bmpr1aa	4	0.89471618774651	3.72516327045998e-07	0.535	1.675	4.76190476190476	3.64147615338801	53.0769230769231	6.4288546875143	30.9467674313703	0.89471618774651	2.70805296782876	13.6776048346412	NO
bmpr1ba	3	1.35406446601672	3.50203077837984e-26	0.718	1.96986301369863	3.17460317460317	4.42365274628445	73.1868131868132	15.6535597744585	99.9999999994873	1.35406446601672	12.1288126545551	25.3047114106941	NO
bnc2	1	3.08873757551153	4.26104269274801e-75	0.404	6.23076923076923	0	15.7264644001255	38.6813186813187	15.653559774527	100	3.08873757551153	47.7051700126724	25.2641191367646	NO
BNC2	32	3.08873757551153	4.26104269274801e-75	0.404	6.23076923076923	49.2063492063492	15.7264644001255	38.6813186813187	15.653559774527	100	3.08873757551153	47.7051700126724	49.8672937399392	YES
c1qtnf12	7	5.57251626094318	0	0.521	27.4736842105263	9.52380952380952	72.0770749892094	51.5384615384615	15.653559774527	100	5.57251626094318	98.6449105480667	45.044460646372	NO
camkmt	8	1.62146583453709	6.69481109972054e-11	0.305	2.40944881889764	11.1111111111111	5.58973228635055	27.8021978021978	10.1742602320912	58.9836919394098	1.62146583453709	17.6129390830214	19.304125694428	NO
caska	7	1.07813697572494	4.94197818700086e-08	0.474	1.79924242424242	9.52380952380952	3.9710512834396	46.3736263736264	7.30609917387581	37.5135429504657	1.07813697572494	6.46982425736498	16.5529103700168	NO
ccdc85cb	6	1.3436217643154	1.18819393081363e-07	0.239	2.5	7.93650793650794	5.82993540110872	20.5494505494506	6.92511266947873	34.6615981516363	1.3436217643154	11.9146436070977	13.0877074319156	NO
cdon	8	1.30726283139823	9.52659774123333e-44	0.92	1.83832335329341	11.1111111111111	4.07472039930767	95.3846153846154	15.653559774527	100	1.30726283139823	11.1689593721021	31.8840924500587	NO
cftr	6	4.01612561326522	5.48962526600182e-30	0.075	12.6666666666667	7.93650793650794	32.7988271406974	2.52747252747253	15.653559774527	99.9999999999999	4.01612561326522	66.7249427065473	29.2246592650936	NO
CLOCKA	30	0.839769584635343	1.38815061344344e-08	0.582	1.68985507246377	46.031746031746	3.6808818754594	58.2417582417582	7.85756340370754	41.6416302287749	0.839769584635343	1.58115477750239	36.1590511563099	YES
col15a1b	5	1.96558725556796	1.59287332504721e-49	0.587	3.28491620111732	6.34920634920635	7.91206524234631	58.7912087912088	15.653559774527	100	1.96558725556796	24.6705147047146	27.0963267668869	NO
cxxc4	5	1.77052176839217	2.16187439810668e-06	0.113	3.5625	6.34920634920635	8.6484056443854	6.7032967032967	5.66516954151005	25.2300613146096	1.77052176839217	20.6699226381078	10.8310639621531	NO
