10 11493998 11861927 adamts6
10 21934477 22145119 npm1a
10 22436693 22706468 efnb3a
10 24345698 24593323 slc7a1a
10 28631749 28935812 alcama
10 38156556 38416134 nrip1b
10 39376432 39941419 kirrel3a
1 11024746 11619934 sdk1b
11 15513218 15856385 gdf11
11 16638179 17075190 suclg2
1 11681544 11950353 ttyh3b
11 23105889 23319367 optc
11 26604181 27157572 iqsec1b
11 27174355 27483732 fbln2
11 27819702 28150559 ece1
11 27868834 28110171 alpl
11 28066165 28524186 ephb2b
11 28542913 29182429 igsf21a
11 29899414 30190019 nhsb
11 31136001 31358356 trmt1
11 3154252 3372020 pmela
11 32476300 32823851 pcdh17
11 3285106 3594964 acap3b
11 35659652 35863323 bhlhe40
11 36115698 36330163 rrp9
1 15193531 15429277 dlc1
1 1612140 1893371 atp1a1a.1
1 19253048 19502815 rbm47
1 2001541 2317861 mbnl2
12 22545324 22770279 zcchc4
12 25500685 25703341 six3b
12 29140124 29370362 bms1
12 37363513 37834973 sdk2b
1 23819418 24449789 lrba
1 23976243 24178099 mab21l2
12 5299680 5518340 noc3l
1 26010985 26227944 mtap
1 26150729 26394995 cxxc4
1 26923687 27312459 bnc2
12 8068272 8485702 arid5b
1 28798945 29050366 pwp2h
1 28968649 29193562 cbsa
12 9519909 9800605 heatr1
1 29731759 29960895 zic2b
13 10158007 10361383 six3a
13 10260444 10720794 camkmt
13 10521257 10747310 prepl
13 10699380 11022808 lrpprc
13 11907904 12121566 pprc1
13 16822705 17564654 lrmda
13 17368161 17571044 znf503
13 22376742 22652687 ldb3a
13 22455342 22719790 bmpr1aa
13 31243326 31470184 rrp12
13 32044370 32250443 osr1
13 33268140 33549639 brf1a
13 3254895 3616473 prkn
13 33711842 33922550 flrt3
13 41025358 41646779 pcdh15a
13 41817606 42040467 polr1b
13 42662226 43111856 cdh23
13 42950562 43313012 cdh23
13 43147936 43425839 smoc2
13 4873211 5092395 nolc1
1 35796488 36029143 smad1
13 6159392 6379684 agpat5
1 37095465 37410490 dclk2a
13 8181223 8404605 atl2
1 39287876 39879913 tenm3
14 12042813 12268897 hspa9
14 17342913 17663773 fgfrl1a
14 24834736 25101584 ppargc1b
14 26895114 27221854 pcdh11
14 27020406 27397123 pcdh11
1 42676553 42879075 lrrtm1
14 28181744 28485565 mid2
14 30990151 31251148 gpc4
14 33622950 33857715 apln
14 51064056 51719388 unc5a
14 5017072 5219497 nanos1
1 49335017 49581173 pdcd11
15 15121123 15330264 rrp8
15 15416612 15693263 traf4a
15 16093809 16423750 nxn
15 17503488 17719306 adamts15b
15 17521375 17752807 adamts15b
15 22290076 22531585 oafa
15 22348456 22638843 arhgef12a
15 25221572 25467309 cluha
15 25810501 26189064 dph1
15 27264394 27471340 tbx2b
15 29287910 29584512 gdpd5b
15 32795659 33425046 nbeab
15 32970939 33173200 mab21l1
15 4253161 4515917 atp1b3b
15 5527877 5820666 urb1
15 8890577 9102155 rhoub
16 10818252 11091240 pou2f2a
16 12235274 12570034 ephb6
16 15269634 15487459 has2
16 17134540 17351898 nop2
16 20771015 20989516 hibadhb
16 30504387 30712730 fam210ab
16 34816162 35430001 ptprub
17 10907091 11115878 dact1
17 16464921 16834329 foxn3
17 18917394 19122990 flrt2
17 21195132 21411413 eno4
17 21211401 21468775 shtn1
17 21272291 21518340 atp6v1ba
17 21332693 21541464 vax1
17 21864472 22082835 crip3
17 22660126 23047117 ttc27
17 25097180 25359478 arhgef10
17 26653967 26902816 larp1b
17 29697876 30002187 esrrga
17 32645763 32879556 smyd2a
17 42712265 42942863 mocs3
17 45715353 46089466 kif26ab
17 50464070 50686135 bmp4
17 53196851 53404886 ddx24
18 10592945 10813414 rbm28
18 10916203 11417187 tspan9a
18 19043437 19505616 megf11
18 20481685 20708300 bcl2l13
18 20513241 20736549 wnt2
18 20577090 20822810 cftr
18 43953052 44229151 cdon
18 9223211 9539922 sema3ab
19 26240736 26478655 mylipa
19 31778454 32000893 zbtb10
19 34591645 34842440 elp2
19 38666613 38972650 adgrb2
19 6113680 6403099 pou2f2a
20 10998239 11278022 flrt2
20 13303281 13621010 enpp1
20 1341548 1660849 ptprk
20 50890 254989 rpf2
20 20431002 20633865 six6b
20 21967337 22276003 clocka
20 23398255 23749028 palld
20 23777299 24046296 mdn1
20 30625778 30989820 nhsl1b
20 31209364 31527390 usta
20 3246242 3503033 rev3l
20 33822339 34040260 lmx1a
20 35361736 35571079 pla2g7
20 36575083 36779233 rpl7l1
20 44699375 45162514 klhl29
20 5058419 5329157 ccdc85cb
20 435458 657724 dse
20 5463042 6065307 nrxn3b
21 14281227 14730840 cacna1bb
21 17668174 18044808 rxraa
21 20388662 20736817 efna5a
21 21348996 21615466 nectin3b
21 32290707 32536679 gfpt2
21 40926612 41170182 lars1b
21 5826777 6039521 rexo4
2 16447706 16665690 atp1b3a
2 18598388 18930794 pbx1a
2 20558259 20815094 dusp12
2 20900334 21162305 rreb1b
22 12879213 13142992 ahr1b
22 25891130 26105894 pdgfaa
22 25985343 26200282 pdgfaa
22 38724012 39013871 anos1b
2 23836954 24122085 col15a1b
2 24210635 24417436 trnau1apb
22 4897784 5106801 rx1
22 5133396 5352012 ncln
2 29149204 29453179 cdh18a
23 10369955 10687257 tns2a
23 16911454 17201360 dnmt3bb.1
23 17700717 17915253 rnd1a
2 3101345 3371007 wnt9a
23 21703410 22046659 ephb2a
23 23026130 23279417 noc2l
23 24605424 24850935 c1qtnf12
23 2402181 2613300 snai1b
23 25608787 25868765 rbms2b
23 28085883 28394763 znf385a
2 33235911 33522798 slc6a9
23 40310644 40538581 elovl4b
23 41100854 41329194 nhsa
23 45373286 45587304 znhit6
23 5399307 5658256 tead3a
23 6321414 6622099 bmp7b
23 6444453 6674123 spo11
2 40801997 41224013 hs6st1a
24 12654013 12932499 ipo4
24 18420402 18785009 relch
24 19314561 19688659 sulf1
24 20958779 21190584 qtrt2
24 21246796 21461501 shisa2b
2 42261373 42475275 gtpbp4
24 27683946 27979182 hs6st1b
24 28348387 28657301 arhgap29a
24 29281946 29629252 ntng1a
24 30981504 31192711 hccsb
2 44681185 45026290 ece2a
2 44872720 45081344 alg3
24 644713 888777 stk17a
2 49317900 49554451 rorcb
24 9644012 9973206 tmem108
2 50899477 51132888 eef1da
25 13701716 13942618 mapk8ip1a
25 14410773 14737660 nav2b
25 14929041 15149781 pax6a
25 15741670 16005903 syt9b
25 1632838 1907811 fbln1
25 18018906 18240537 kitlga
25 22471475 22734675 stra6
25 31446828 31729095 lamb1a
25 34387700 34612102 klf13
25 34476067 34715463 trpm1b
2 55733425 55961351 rx2
2 7823964 8117579 ephb3a
2 9060947 9360002 st6galnac5a
3 12340099 12587576 vasnb
3 12824930 13070428 pdgfab
3 19236286 19455200 kri1
3 21151627 21380373 syngr1a
3 39530930 39748021 grapa
3 53252018 53549437 camsap3
4 10265857 10662174 kcnd2
4 20712900 21087564 nav3
4 21029752 21415399 syt1a
4 5468688 5697802 vegfab
4 5932640 6147236 tfec
4 8432580 8763117 wnt5b
5 12736913 12965386 pes
5 13770340 14104206 hk2
5 20831252 21130996 camk2b1
5 23036544 23247665 prps1a
5 29614786 29845566 ddx31
5 32260336 32463372 gas1b
5 32824669 33062023 lmo4a
5 34897763 35099553 foxd1
5 35023662 35301482 fcho2
5 38201906 38484755 mink1
5 38737429 39186768 fras1
5 40404910 40610399 fsta
5 41545479 41809234 atxn2
5 45977710 46296708 iqgap2
5 46324437 46586028 vcana
5 50769091 50999688 nol6
5 64632036 64875757 olfm1a
5 70245518 70619104 pappaa
5 7388064 7812160 bmpr1ba
5 8612798 8865428 mybbp1a
6 1394817 1614767 chchd6b
6 18424444 18631760 utp6
6 43290387 43533277 mitfa
6 43989189 44261262 shq1
6 44143070 44502358 pdzrn3b
6 44484775 44811942 cntn3b
6 50909981 51201834 ptprt
6 50920918 51486696 ptprt
6 52239548 52448651 eif6
6 55809795 56097350 eya2
6 9468149 9681949 cyp27c1
7 15771156 16000606 pax6b
7 15933273 16164685 immp1l
7 17006160 17323955 prmt3
7 18679555 18981358 mllt3
7 29438628 29725509 rorab
7 30830653 31242273 tjp1a
7 31921669 32242810 mettl15
7 38862207 39257394 dgkza
7 42360302 42647992 adamts18
7 48152638 48363633 rbpms2b
7 50348478 50577289 serinc4
7 56789879 57186457 myo9aa
7 63224888 63670206 pcdh7b
7 8744285 8981514 vax2
7 9621385 9903154 aldh1a3
8 11325048 11642289 tjp2b
8 23479974 23712462 slc38a5b
8 25323133 25669920 prex1
8 2985120 3201392 lhx2b
8 31365222 31706514 ghra
8 35709081 36060987 slc15a4
8 48965348 49189382 ddx51
8 49130948 49404602 prickle3
8 51065392 51393301 bmp1a
8 7105524 7408373 grip2a
9 11497500 11755031 itgav
9 12368500 12675776 igf2bp2a
9 12747040 12969049 glb1l
9 14267570 14604834 nrp2b
9 16349398 16718607 epha3
9 22971149 23218350 lypd6
9 23965855 24215589 lrrfip1a
9 29885010 30104074 cmss1
9 32258514 32557334 plcl1
9 33266683 33708427 caska
