10 27082704 27841793 auts2a
10 43697130 43908197 nr2f1b
11 16229776 16495956 lrig1
11 37668298 37931776 sox13
1 22843551 23257583 adgrl3.1
12 30877736 31203906 tcf7l2
12 36871952 37106301 hs3st3b1b
1 26256205 26502046 tet2
13 10880755 11172964 cep170aa
13 13113567 13394872 fgfr3
13 23388282 23712369 prim2
14 15968318 16182806 mxd3
15 18153542 18461475 zbtb16b
15 18268809 18674716 ncam1b
15 28585625 28866824 nova2
15 39177099 39920491 robo1
15 4321797 4628387 tfdp2
16 16749220 17045650 myh14
16 18508978 19060613 fhod3b
16 21447583 21720949 ddr1
16 35561331 35876074 map7d1a
16 39171123 39486073 osbpl10b
16 42219438 42490640 cspg5a
16 50984472 51251993 ago1
17 17814369 18125691 ccdc85ca
17 30269107 30518016 greb1
18 20125961 20357511 tle3a
18 22693465 23075655 gnao1a
18 23768650 24123013 nr2f2
18 24927495 25151846 st8sia2
18 33881474 34243189 plch1
18 40425408 40640703 vwa7
19 31948379 32250214 pag1
19 3553976 3807794 nedd9
19 47464890 47671808 rrm2
20 21291181 21575620 jag2b
20 23872948 24222881 bach2b
20 29392469 29599426 rrm2
21 4666244 4949056 notch1a
22 11044153 11300846 bcor
22 18625101 18849313 midn
22 20146587 20409283 mbd3b
2 25557958 25917227 tnika
2 26203627 26544503 efna2a
2 26910439 27194653 cdh7a
23 11185662 11552312 chl1a
2 32951730 33316740 rnf220a
23 44249252 44501223 ephb4b
24 23141444 23423526 zfhx4
24 37841618 38055993 metrn
2 44201276 44444321 lig1
24 6413843 6747275 arhgap21a
25 19653890 19969495 celsr1b
25 25353221 25602640 rassf7a
25 7772135 7980878 mdkb
3 31692441 31904481 gfap
3 41817499 42026869 lfng
3 53426025 53659581 notch3
4 12512145 12779293 lmo3
4 16549542 16806978 dennd5b
5 17524463 17853961 fbrsl1
5 36171016 36428688 efnb1
5 48583447 49040127 adgrv1
5 51939067 52232978 setbp1
5 65579595 65882785 notch1b
6 15651982 15857867 ackr3b
6 42976516 43192175 lrrn1
6 44712444 45077428 chl1b
6 57800237 58249165 tox2
7 16476246 16698212 e2f8
7 16706473 17115002 nav2a
7 28469266 28711145 scube2
7 36798622 37069256 tox3
7 37482281 37722370 nkd1
7 40128422 40599386 ptprn2
7 49224103 49695067 brsk2b
7 57786148 58230703 ank2b
7 61478660 61783423 lrch4
8 18465904 18682922 tmem47
8 19972987 20238251 rfx2
8 29862635 30168277 ptch1
8 29863024 30066285 ptch1
8 42898944 43149069 rassf2a
8 4597764 4799320 cldn5a
9 26003814 26227305 efnb2a
9 38783388 39093033 map2
9 48315043 48772254 lrp2a
9 54651201 54940209 gpm6bb
