10	11593998	11761927	adamts6
10	22034477	22045119	npm1a
10	22536693	22606468	efnb3a
10	24445698	24493323	slc7a1a
10	28731749	28835812	alcama
10	38256556	38316134	nrip1b
10	39476432	39841419	kirrel3a
1	11124746	11519934	sdk1b
11	15613218	15756385	gdf11
11	16738179	16975190	suclg2
1	11781544	11850353	ttyh3b
11	23205889	23219367	optc
11	26704181	27057572	iqsec1b
11	27274355	27383732	fbln2
11	27919702	28050559	ece1
11	27968834	28010171	alpl
11	28166165	28424186	ephb2b
11	28642913	29082429	igsf21a
11	29999414	30090019	nhsb
11	31236001	31258356	trmt1
11	3254252	3272020	pmela
11	32576300	32723851	pcdh17
11	3385106	3494964	acap3b
11	35759652	35763323	bhlhe40
11	36215698	36230163	rrp9
1	15293531	15329277	dlc1
1	1712140	1793371	atp1a1a.1
1	19353048	19402815	rbm47
1	2101541	2217861	mbnl2
12	22645324	22670279	zcchc4
12	25600685	25603341	six3b
12	29240124	29270362	bms1
12	37463513	37734973	sdk2b
1	23919418	24349789	lrba
1	24076243	24078099	mab21l2
12	5399680	5418340	noc3l
1	26110985	26127944	mtap
1	26250729	26294995	cxxc4
1	27023687	27212459	bnc2
12	8168272	8385702	arid5b
1	28898945	28950366	pwp2h
1	29068649	29093562	cbsa
12	9619909	9700605	heatr1
1	29831759	29860895	zic2b
13	10258007	10261383	six3a
13	10360444	10620794	camkmt
13	10621257	10647310	prepl
13	10799380	10922808	lrpprc
13	12007904	12021566	pprc1
13	16922705	17464654	lrmda
13	17468161	17471044	znf503
13	22476742	22552687	ldb3a
13	22555342	22619790	bmpr1aa
13	31343326	31370184	rrp12
13	32144370	32150443	osr1
13	33368140	33449639	brf1a
13	3354895	3516473	prkn
13	33811842	33822550	flrt3
13	41125358	41546779	pcdh15a
13	41917606	41940467	polr1b
13	42762226	43011856	cdh23
13	43050562	43213012	cdh23
13	43247936	43325839	smoc2
13	4973211	4992395	nolc1
1	35896488	35929143	smad1
13	6259392	6279684	agpat5
1	37195465	37310490	dclk2a
13	8281223	8304605	atl2
1	39387876	39779913	tenm3
14	12142813	12168897	hspa9
14	17442913	17563773	fgfrl1a
14	24934736	25001584	ppargc1b
14	26995114	27121854	pcdh11
14	27120406	27297123	pcdh11
1	42776553	42779075	lrrtm1
14	28281744	28385565	mid2
14	31090151	31151148	gpc4
14	33722950	33757715	apln
14	51164056	51619388	unc5a
14	5117072	5119497	nanos1
1	49435017	49481173	pdcd11
15	15221123	15230264	rrp8
15	15516612	15593263	traf4a
15	16193809	16323750	nxn
15	17603488	17619306	adamts15b
15	17621375	17652807	adamts15b
15	22390076	22431585	oafa
15	22448456	22538843	arhgef12a
15	25321572	25367309	cluha
15	25910501	26089064	dph1
15	27364394	27371340	tbx2b
15	29387910	29484512	gdpd5b
15	32895659	33325046	nbeab
15	33070939	33073200	mab21l1
15	4353161	4415917	atp1b3b
15	5627877	5720666	urb1
15	8990577	9002155	rhoub
16	10918252	10991240	pou2f2a
16	12335274	12470034	ephb6
16	15369634	15387459	has2
16	17234540	17251898	nop2
16	20871015	20889516	hibadhb
16	30604387	30612730	fam210ab
16	34916162	35330001	ptprub
17	11007091	11015878	dact1
17	16564921	16734329	foxn3
17	19017394	19022990	flrt2
17	21295132	21311413	eno4
17	21311401	21368775	shtn1
17	21372291	21418340	atp6v1ba
17	21432693	21441464	vax1
17	21964472	21982835	crip3
17	22760126	22947117	ttc27
17	25197180	25259478	arhgef10
17	26753967	26802816	larp1b
17	29797876	29902187	esrrga
17	32745763	32779556	smyd2a
17	42812265	42842863	mocs3
17	45815353	45989466	kif26ab
17	50564070	50586135	bmp4
17	53296851	53304886	ddx24
18	10692945	10713414	rbm28
18	11016203	11317187	tspan9a
18	19143437	19405616	megf11
18	20581685	20608300	bcl2l13
18	20613241	20636549	wnt2
18	20677090	20722810	cftr
18	44053052	44129151	cdon
18	9323211	9439922	sema3ab
19	26340736	26378655	mylipa
19	31878454	31900893	zbtb10
19	34691645	34742440	elp2
19	38766613	38872650	adgrb2
19	6213680	6303099	pou2f2a
20	11098239	11178022	flrt2
20	13403281	13521010	enpp1
20	1441548	1560849	ptprk
20	150890	154989	rpf2
20	20531002	20533865	six6b
20	22067337	22176003	clocka
20	23498255	23649028	palld
20	23877299	23946296	mdn1
20	30725778	30889820	nhsl1b
20	31309364	31427390	usta
20	3346242	3403033	rev3l
20	33922339	33940260	lmx1a
20	35461736	35471079	pla2g7
20	36675083	36679233	rpl7l1
20	44799375	45062514	klhl29
20	5158419	5229157	ccdc85cb
20	535458	557724	dse
20	5563042	5965307	nrxn3b
21	14381227	14630840	cacna1bb
21	17768174	17944808	rxraa
21	20488662	20636817	efna5a
21	21448996	21515466	nectin3b
21	32390707	32436679	gfpt2
21	41026612	41070182	lars1b
21	5926777	5939521	rexo4
2	16547706	16565690	atp1b3a
2	18698388	18830794	pbx1a
2	20658259	20715094	dusp12
2	21000334	21062305	rreb1b
22	12979213	13042992	ahr1b
22	25991130	26005894	pdgfaa
22	26085343	26100282	pdgfaa
22	38824012	38913871	anos1b
2	23936954	24022085	col15a1b
2	24310635	24317436	trnau1apb
22	4997784	5006801	rx1
22	5233396	5252012	ncln
2	29249204	29353179	cdh18a
23	10469955	10587257	tns2a
23	17011454	17101360	dnmt3bb.1
23	17800717	17815253	rnd1a
2	3201345	3271007	wnt9a
23	21803410	21946659	ephb2a
23	23126130	23179417	noc2l
23	24705424	24750935	c1qtnf12
23	2502181	2513300	snai1b
23	25708787	25768765	rbms2b
23	28185883	28294763	znf385a
2	33335911	33422798	slc6a9
23	40410644	40438581	elovl4b
23	41200854	41229194	nhsa
23	45473286	45487304	znhit6
23	5499307	5558256	tead3a
23	6421414	6522099	bmp7b
23	6544453	6574123	spo11
2	40901997	41124013	hs6st1a
24	12754013	12832499	ipo4
24	18520402	18685009	relch
24	19414561	19588659	sulf1
24	21058779	21090584	qtrt2
24	21346796	21361501	shisa2b
2	42361373	42375275	gtpbp4
24	27783946	27879182	hs6st1b
24	28448387	28557301	arhgap29a
24	29381946	29529252	ntng1a
24	31081504	31092711	hccsb
2	44781185	44926290	ece2a
2	44972720	44981344	alg3
24	744713	788777	stk17a
2	49417900	49454451	rorcb
24	9744012	9873206	tmem108
2	50999477	51032888	eef1da
25	13801716	13842618	mapk8ip1a
25	14510773	14637660	nav2b
25	15029041	15049781	pax6a
25	15841670	15905903	syt9b
25	1732838	1807811	fbln1
25	18118906	18140537	kitlga
25	22571475	22634675	stra6
25	31546828	31629095	lamb1a
25	34487700	34512102	klf13
25	34576067	34615463	trpm1b
2	55833425	55861351	rx2
2	7923964	8017579	ephb3a
2	9160947	9260002	st6galnac5a
3	12440099	12487576	vasnb
3	12924930	12970428	pdgfab
3	19336286	19355200	kri1
3	21251627	21280373	syngr1a
3	39630930	39648021	grapa
3	53352018	53449437	camsap3
4	10365857	10562174	kcnd2
4	20812900	20987564	nav3
4	21129752	21315399	syt1a
4	5568688	5597802	vegfab
4	6032640	6047236	tfec
4	8532580	8663117	wnt5b
5	12836913	12865386	pes
5	13870340	14004206	hk2
5	20931252	21030996	camk2b1
5	23136544	23147665	prps1a
5	29714786	29745566	ddx31
5	32360336	32363372	gas1b
5	32924669	32962023	lmo4a
5	34997763	34999553	foxd1
5	35123662	35201482	fcho2
5	38301906	38384755	mink1
5	38837429	39086768	fras1
5	40504910	40510399	fsta
5	41645479	41709234	atxn2
5	46077710	46196708	iqgap2
5	46424437	46486028	vcana
5	50869091	50899688	nol6
5	64732036	64775757	olfm1a
5	70345518	70519104	pappaa
5	7488064	7712160	bmpr1ba
5	8712798	8765428	mybbp1a
6	1494817	1514767	chchd6b
6	18524444	18531760	utp6
6	43390387	43433277	mitfa
6	44089189	44161262	shq1
6	44243070	44402358	pdzrn3b
6	44584775	44711942	cntn3b
6	51009981	51101834	ptprt
6	51020918	51386696	ptprt
6	52339548	52348651	eif6
6	55909795	55997350	eya2
6	9568149	9581949	cyp27c1
7	15871156	15900606	pax6b
7	16033273	16064685	immp1l
7	17106160	17223955	prmt3
7	18779555	18881358	mllt3
7	29538628	29625509	rorab
7	30930653	31142273	tjp1a
7	32021669	32142810	mettl15
7	38962207	39157394	dgkza
7	42460302	42547992	adamts18
7	48252638	48263633	rbpms2b
7	50448478	50477289	serinc4
7	56889879	57086457	myo9aa
7	63324888	63570206	pcdh7b
7	8844285	8881514	vax2
7	9721385	9803154	aldh1a3
8	11425048	11542289	tjp2b
8	23579974	23612462	slc38a5b
8	25423133	25569920	prex1
8	3085120	3101392	lhx2b
8	31465222	31606514	ghra
8	35809081	35960987	slc15a4
8	49065348	49089382	ddx51
8	49230948	49304602	prickle3
8	51165392	51293301	bmp1a
8	7205524	7308373	grip2a
9	11597500	11655031	itgav
9	12468500	12575776	igf2bp2a
9	12847040	12869049	glb1l
9	14367570	14504834	nrp2b
9	16449398	16618607	epha3
9	23071149	23118350	lypd6
9	24065855	24115589	lrrfip1a
9	29985010	30004074	cmss1
9	32358514	32457334	plcl1
9	33366683	33608427	caska
9	38314466	38352220	ddx18
9	43243212	43538328	znf385b
9	44034790	44088067	itga4
9	46820636	46842179	igfbp5b
