-3.40129122982719	1.79288393682262e-32	Optic stalk	greb1	0.065	0.137787056367432
-4.16291404390709	1.93371166910236e-28	Optic stalk	greb1l	0.057	0.133640552995392
-6.32296776745215	9.70956784546918e-27	Optic stalk	pax3a	0.027	0.0731070496083551
-2.34948865261176	2.57107463148562e-26	Optic stalk	rfx4	0.19	0.34981684981685
-2.62359502539682	3.78914939608678e-26	Optic stalk	plp1a	0.152	0.303571428571429
-3.11974775038445	1.94369587744553e-24	Optic stalk	fgfr3	0.16	0.32657200811359
-1.86298956189584	1.39424715815429e-23	Optic stalk	ptprnb	0.217	0.383128295254833
-2.50248694506254	1.03576536362523e-19	Optic stalk	ncam1b	0.167	0.355932203389831
-1.98188498503552	2.27438791367849e-17	Optic stalk	epha7	0.293	0.530685920577617
-2.17354065495785	3.56122804840086e-17	Optic stalk	sb:cb81	0.087	0.227979274611399
-3.39471511188743	2.2588199916341e-16	Optic stalk	pou3f3b	0.038	0.125806451612903
-1.47810012194205	5.41780118374862e-16	Optic stalk	zbtb16b	0.281	0.501779359430605
-2.21957637571085	9.33243150753411e-16	Optic stalk	si:ch211-286o17.1	0.137	0.334140435835351
-5.49158161806394	5.02795430593525e-15	Optic stalk	chl1b	0.011	0.0461538461538462
-1.1437679205177	2.8943137042874e-13	Optic stalk	robo1	0.403	0.627329192546584
-2.44701474724132	3.04294133222321e-13	Optic stalk	axin2	0.106	0.299719887955182
-2.19876582791785	1.28652327467272e-12	Optic stalk	brsk2b	0.137	0.358441558441558
-2.11318569638616	3.35869577795609e-12	Optic stalk	efna2a	0.228	0.495670995670996
-6.75853954554492	6.25019470430032e-12	Optic stalk	pax7a	0.008	0.0409090909090909
-1.38920912123899	4.32527908751157e-11	Optic stalk	si:ch73-386h18.1	0.217	0.478070175438596
-5.90492298700855	1.82972405821812e-10	Optic stalk	pax7b	0.011	0.0576923076923077
-2.00161394762886	2.11982366530854e-10	Optic stalk	celsr1a	0.099	0.305810397553517
-2.3601692612529	2.64269858256635e-10	Optic stalk	efnb2a	0.087	0.285714285714286
-4.535394913538	4.56517152518514e-10	Optic stalk	sulf2a	0.027	0.125560538116592
-3.43241800388516	4.45323849288135e-09	Optic stalk	rnf220a	0.11	0.366336633663366
-1.23391335915181	5.22867254559257e-09	Optic stalk	pvrl2l	0.297	0.585461689587426
-1.87033798304181	5.97970257297836e-09	Optic stalk	tle3a	0.103	0.33015873015873
-1.00069969014781	6.22324368910926e-09	Optic stalk	epha4b	0.251	0.50501002004008
-1.34615508347669	8.54709719963849e-09	Optic stalk	ptprna	0.183	0.449877750611247
-2.20262507868284	2.26091854361366e-08	Optic stalk	crb1	0.068	0.258426966292135
-1.65360611774347	2.33307225370649e-08	Optic stalk	nkd1	0.167	0.448
-5.83741354946806	1.49913491089332e-07	Optic stalk	wnt4	0.008	0.0538922155688623
-1.42663222384642	2.67211697776158e-07	Optic stalk	cd99l2	0.171	0.467391304347826
-6.44240184690293	5.69644821783028e-07	Optic stalk	irx3a	0.004	0.0324675324675325
-5.13574590404558	7.47363259215413e-07	Optic stalk	hoxb3a	0.015	0.0941176470588235
-2.31148419974702	1.45456906286605e-06	Optic stalk	bcar3	0.057	0.25
