gene_name	Degree	log2FC	padj	pct	pct.dif	Degree_norm_0_100	pct.dif_norm_100	pct_norm_100	padj_log	padj_log_norm_100	log2FC_abs	log2FC_abs_norm_100	score_norm	TF
nxn	2	1.1306265024888	1.11755602685534e-21	0.677	1.6865671641791	2.94117647058824	8.82809699204647	71.6719914802982	15.6535575887176	99.9999837196705	1.1306265024888	6.60793526418339	24.8590891673189	NO
pax2a	4	2.68445332235397	1.49327302262746e-120	0.7	4.35403726708075	8.82352941176471	23.0646546578221	74.1214057507987	15.653559774527	100	2.68445332235397	33.927444381168	33.300952804606	NO
PAX2A	10	2.68445332235397	1.49327302262746e-120	0.7	4.35403726708075	26.4705882352941	23.0646546578221	74.1214057507987	15.653559774527	100	2.68445332235397	33.927444381168	42.1244822163707	YES
pax2b	1	2.88728149741191	1.62519798158129e-158	0.703	5.86666666666667	0	31.1377107159677	74.4408945686901	15.653559774527	100	2.88728149741191	37.4935857984963	30.3840238853943	NO
PAX2B	10	2.88728149741191	1.62519798158129e-158	0.703	5.86666666666667	26.4705882352941	31.1377107159677	74.4408945686901	15.653559774527	100	2.88728149741191	37.4935857984963	43.6193180030413	YES
pdgfab	1	1.5698463581248	1.13410514543854e-08	0.152	3.06	0	16.1582469142385	15.7614483493078	7.9453466706554	42.587744854924	1.5698463581248	14.3303343739179	11.1047218115485	NO
pkdcca	2	1.87532934218537	5.43065990211926e-33	0.464	2.73529411764706	2.94117647058824	14.4252587868343	48.9882854100107	15.653559774527	100	1.87532934218537	19.7013609654467	24.3599513805806	NO
plekhg4	4	1.54089936240034	2.99658540317646e-21	0.506	2.01190476190476	8.82352941176471	10.564456648272	53.4611288604899	15.6535539135797	99.9999563465363	1.54089936240034	13.8213859483319	26.6426306813361	NO
ptbp1a	3	0.870051786725248	1.21331499187964e-05	0.346	1.80729166666667	5.88235294117647	9.47241586912284	36.4217252396166	4.91602643616074	20.0247845585105	0.870051786725248	2.02648948660584	11.4343533648202	NO
rdh10a	3	2.83927491690195	2.03933647017446e-31	0.175	5.67741935483871	5.88235294117647	30.1276786766204	18.2108626198083	15.653559774527	100	2.83927491690195	36.6495302080343	26.0646854086461	NO
rfx4	1	-2.34948865261176	2.57107463148562e-26	0.19	0.34981684981685	0	1.69372539610603	19.8083067092652	15.6535597744767	99.9999999996255	2.34948865261176	28.0380684018783	18.6925125633594	NO
rgma	2	1.81728391798504	4.14826145557634e-35	0.559	2.35294117647059	2.94117647058824	12.3846024773909	59.1054313099042	15.653559774527	100	1.81728391798504	18.6808016113626	25.2419426601263	NO
RORB	1	1.56920178225312	8.35015154956163e-08	0.255	2.18803418803419	0	11.504477205205	26.7305644302449	7.07830564114105	36.1298563486079	1.56920178225312	14.3190013886857	11.0854874215929	YES
samd11	1	0.927777928857363	0.00441525256646768	0.251	1.82608695652174	0	9.57272823160278	26.3045793397231	2.35504444835232	0.950097685602043	0.927777928857363	3.04143519748211	4.98360505680126	NO
