10	11593998	11761927	adamts6
10	20920364	21054059	pcdh1a
10	22536693	22606468	efnb3a
10	25982212	26116636	frem2a
10	32898533	33156789	cux1a
10	39476432	39841419	kirrel3a
10	8730988	8841038	itga1
11	20056732	20059407	fezf2
11	23342996	23501467	plekha6
11	24716837	24756816	inavab
11	28166165	28424186	ephb2b
11	32576300	32723851	pcdh17
1	15293531	15329277	dlc1
12	23175962	23365737	mpp7a
12	24342303	24640339	nrxn1a
12	25600685	25603341	six3b
12	30233977	30308351	afap1l2
12	35836610	35885349	cep131
1	23783349	23912788	slit2
12	45799982	45876387	pax2b
13	10258007	10261383	six3a
13	25846528	25925224	bcl11aa
13	29770837	29805529	pax2a
13	30804367	30819715	cxcl12a
13	3109064	3155244	pkdcca
13	31583034	31606247	six6a
13	42011285	42018948	cyp1b1
13	43247936	43325839	smoc2
14	17442913	17563773	fgfrl1a
1	42776553	42779075	lrrtm1
14	28281744	28385565	mid2
14	33722950	33757715	apln
14	45200278	45206999	shisa3
1	46194333	46196107	sox1b
15	14436159	14552101	numbl
15	15516612	15593263	traf4a
15	16193809	16323750	nxn
15	20004766	20024205	auts2b
1	5273481	5277583	spry2
15	31981885	32197821	dchs1a
15	32436907	32596155	frem2b
16	14684916	15050842	col14a1a
16	17302452	17347727	zyx
16	24030272	24135573	bcam
16	30621684	30655980	ldlrad4b
16	37470717	37630250	adgrb1a
16	4287542	4317879	vegfaa
16	9807263	9830451	grhl2a
17	14796926	14876758	nid2a
17	16564921	16734329	foxn3
17	21295132	21311413	eno4
17	21311401	21368775	shtn1
17	21372291	21418340	atp6v1ba
17	21432693	21441464	vax1
17	29117027	29119362	foxg1a
17	45815353	45989466	kif26ab
17	48314724	48368231	smoc1
18	24919614	24932329	rgma
19	12444943	12622855	ldlrad4a
19	28734048	28788466	sox4a
19	28786149	28789409	sox4a
19	3653976	3707794	nedd9
19	7636941	7680056	cgnb
20	32437396	32446406	nr2e1
20	49816798	49889111	kif13bb
21	20488662	20636817	efna5a
21	26152332	26250744	gria1b
21	44684577	44691068	spry4
22	23238790	23253481	lhx9
22	25086567	25137256	rrbp1b
22	25991130	26005894	pdgfaa
22	26085343	26100282	pdgfaa
22	26929554	26945493	cxcl12b
22	5742173	5752009	bcdin3d
2	26288301	26300619	ptbp1a
23	23020709	23123901	samd11
23	23399520	23401305	her9
23	24351304	24394719	epha2b
23	38379627	38497705	tshz2
23	41313084	41585776	scube3
23	6421414	6522099	bmp7b
2	3696038	3820159	egfra
23	9938236	10137322	plxnb1a
24	1162325	1356668	nrp1a
24	13251480	13272843	rdh10a
24	13869092	14015459	eya1
24	19414561	19588659	sulf1
24	28448387	28557301	arhgap29a
24	4447635	4450238	fzd8a
2	46589798	46728027	ephb1
24	6687892	6898302	dpp6a
24	9744012	9873206	tmem108
25	14694876	14739282	mpped2
25	22571475	22634675	stra6
25	27937585	28269953	cadps2
25	28272908	28276091	fezf1
25	28279577	28336106	aass
25	31546828	31629095	lamb1a
2	7923964	8017579	ephb3a
3	12440099	12487576	vasnb
3	12924930	12970428	pdgfab
3	25546672	25646149	usp43b
3	25708549	25814097	ntn1b
3	53773256	53919463	col5a3a
4	16982249	17055950	sox5
5	14529101	14648433	sema4c
5	17624463	17753961	fbrsl1
5	17780475	17813299	chfr
5	25366677	25406807	rorb
5	27488975	27538745	sfrp1a
5	32924669	32962023	lmo4a
5	44846280	44942760	kank1a
5	51615025	51619742	otpb
5	58850626	58939460	mcama
5	64814482	64831207	lix1
5	7488064	7712160	bmpr1ba
6	15751982	15757867	ackr3b
6	19804048	19926657	ntn1a
6	20764848	20875111	tns1a
6	44243070	44402358	pdzrn3b
6	49650170	49673476	apcdd1l
6	59426148	59505589	gli1
6	6491013	6541519	bcl11ab
6	9568149	9581949	cyp27c1
7	27250012	27454645	sox6
7	28464794	28549535	dennd2b
7	30930653	31142273	tjp1a
7	32369026	32460223	lgr4
7	33644434	33684632	tle3b
7	34687969	34776900	plekhg4
7	42460302	42547992	adamts18
7	63324888	63570206	pcdh7b
7	8844285	8881514	vax2
7	9721385	9803154	aldh1a3
8	16257220	16259063	dmrta2
8	17554313	17771755	prkcz
8	3085120	3101392	lhx2b
8	8166285	8282555	plxnb3
9	14367570	14504834	nrp2b
9	28232522	28234444	fzd5
9	29716380	29985390	il1rapl1a
9	31282161	31287010	zic2a
9	38883388	38993033	map2
9	46820636	46842179	igfbp5b
9	4730398	4856767	fmnl2a
