foxg1a	fezf2
lhx2b	nrxn1a
nr2e1	nrxn1a
lhx9	nrxn1a
foxn3	nrxn1a
sox1b	six3b
vax1	six3b
vax2	six3b
vax2	pax2b
cux1a	six3a
lhx9	six3a
lhx2b	bcl11aa
grhl2a	bcl11aa
nr2e1	bcl11aa
pax2a	pax2a
pax2b	pax2a
vax1	cxcl12a
sox1b	cxcl12a
vax1	six6a
vax2	six6a
zic2a	six6a
pax2a	six6a
pax2b	six6a
sox1b	six6a
grhl2a	pkdcca
sox1b	pkdcca
foxn3	apln
vax1	traf4a
vax1	nxn
vax2	nxn
vax2	nid2a
gli1	eno4
gli1	atp6v1ba
gli1	shtn1
foxn3	atp6v1ba
foxn3	shtn1
foxn3	eno4
foxn3	atp6v1ba
foxn3	shtn1
foxn3	eno4
pax2a	atp6v1ba
pax2a	shtn1
pax2a	eno4
pax2b	atp6v1ba
pax2b	shtn1
pax2b	eno4
foxn3	vax1
foxn3	eno4
foxn3	shtn1
foxn3	atp6v1ba
vax2	shtn1
vax2	vax1
vax2	eno4
vax2	atp6v1ba
vax2	eno4
vax2	atp6v1ba
vax2	shtn1
vax2	vax1
zic2a	vax1
zic2a	atp6v1ba
zic2a	shtn1
pax2a	smoc1
pax2b	smoc1
foxg1a	smoc1
vax2	rfx4
pax2a	rgma
pax2b	rgma
vax1	cgnb
foxg1a	efna2a
foxg1a	ptbp1a
vax1	efna2a
vax1	ptbp1a
vax2	efna2a
vax2	ptbp1a
vax2	egfra
zic2a	nr2e1
foxg1a	efna5a
vax1	efna5a
sox1b	crb1
vax2	crb1
sox1b	her9
vax2	her9
sox1b	her9
lhx9	her9
vax1	her9
vax2	her9
vax2	epha2b
vax1	epha2b
vax2	rdh10a
vax1	rdh10a
zic2a	rdh10a
lhx9	sulf1
vax1	cadps2
vax2	cadps2
dmrta2	cadps2
cux1a	cadps2
cux1a	fezf1
cux1a	aass
vax1	cadps2
vax1	fezf1
vax1	aass
foxg1a	cadps2
foxg1a	fezf1
foxg1a	aass
vax2	cadps2
vax2	fezf1
vax2	aass
foxn3	cadps2
foxn3	fezf1
foxn3	aass
cux1a	cadps2
cux1a	fezf1
cux1a	aass
zic2a	lmo4a
vax1	lmo4a
vax2	lmo4a
vax1	lmo4a
vax2	lmo4a
foxg1a	lmo4a
vax2	kank1a
vax1	kank1a
vax1	lix1
vax1	ackr3b
vax1	ntn1a
zic2a	bcl11ab
zic2a	bcl11ab
pax2b	tjp1a
pax2a	tjp1a
foxg1a	plekhg4
vax2	plekhg4
vax1	plekhg4
zic2a	irx3a
vax1	vax2
six3b	vax2
six3a	vax2
nr2e1	vax2
rorb	vax2
vax1	vax2
gli1	vax2
vax2	aldh1a3
foxn3	dmrta2
zic2a	dmrta2
foxg1a	lhx2b
foxn3	lhx2b
vax1	lhx2b
vax2	lhx2b
lhx9	lhx2b
